Time,Actual,Predicted
1098,-0.5144395337815093,0.5088028311729431
1099,-0.519817342620709,0.5233331918716431
1100,-0.5251746299612979,0.5120168328285217
1101,-0.5305111843067329,0.5294641256332397
1102,-0.5358267949789981,0.533460259437561
1103,-0.541121252126874,0.5333038568496704
1104,-0.5463943467342699,0.555627703666687
1105,-0.5516458706284337,0.5574323534965515
1106,-0.5568756164881882,0.5362873077392578
1107,-0.5620833778521334,0.5546929836273193
1108,-0.5672689491267561,0.5373268723487854
1109,-0.572432125594593,0.5680161714553833
1110,-0.5775727034222665,0.5566790103912354
1111,-0.5826904796685776,0.5612782835960388
1112,-0.5877852522924715,0.5819782018661499
1113,-0.5928568201610601,0.5785050988197327
1114,-0.5979049830575223,0.5618792772293091
1115,-0.6029295416890249,0.5786282420158386
1116,-0.6079302976946082,0.5841940641403198
1117,-0.612907053652976,0.5836986899375916
1118,-0.6178596130903364,0.5830290913581848
1119,-0.6227877804881115,0.5877909660339355
1120,-0.6276913612907019,0.6078276038169861
1121,-0.6325701619131229,0.6082425117492676
1122,-0.6374239897486905,0.5859783291816711
1123,-0.6422526531765876,0.603274405002594
1124,-0.6470559615694446,0.5895339250564575
1125,-0.6518337253008814,0.5906172394752502
1126,-0.6565857557529561,0.6187480688095093
